0,0.488146,0.4996
1,0.484056,0.495468
2,0.480735,0.499367
3,0.478078,0.502267
4,0.473874,0.499833
5,0.469351,0.500534
6,0.467542,0.502067
7,0.462689,0.498433
8,0.45821,0.496033
9,0.458597,0.501667
10,0.456717,0.501767
11,0.451031,0.504869
12,0.447096,0.503735
13,0.443223,0.496633
14,0.444843,0.496435
15,0.437906,0.502065
16,0.437823,0.499234
17,0.435712,0.498201
18,0.432045,0.495071
19,0.428802,0.494772
20,0.428032,0.498035
21,0.427639,0.501864
22,0.424048,0.50286
23,0.422332,0.502459
24,0.421537,0.499135
25,0.426305,0.495473
26,0.426517,0.49414
27,0.425471,0.493642
28,0.419438,0.494707
29,0.421762,0.488985
30,0.421827,0.494742
31,0.420742,0.490914
32,0.42381,0.488623
33,0.425456,0.493214
34,0.42147,0.488825
35,0.423338,0.482694
36,0.424537,0.487021
37,0.422623,0.488717
38,0.417982,0.484092
39,0.417342,0.482031
40,0.418975,0.480974
41,0.415827,0.473828
42,0.419983,0.473796
43,0.415728,0.476998
44,0.411925,0.47589
45,0.41161,0.477767
46,0.410475,0.47668
47,0.406132,0.477012
48,0.409838,0.474089
49,0.414993,0.476541
50,0.414463,0.470491
51,0.413292,0.477753
52,0.403769,0.47301
53,0.399572,0.474726
54,0.397118,0.478737
55,0.392093,0.482944
56,0.389456,0.485737
57,0.386965,0.490316
58,0.384801,0.485917
59,0.382347,0.489232
60,0.382383,0.483341
61,0.381381,0.481711
62,0.380446,0.490737
63,0.383433,0.492708
64,0.378929,0.493673
65,0.380831,0.492416
66,0.380554,0.492447
67,0.380004,0.485343
68,0.376065,0.484225
69,0.378987,0.482258
70,0.384441,0.485474
71,0.38376,0.47765
72,0.386458,0.48458
73,0.385105,0.482364
74,0.383732,0.488214
75,0.380961,0.491208
76,0.379442,0.491442
77,0.380414,0.497804
78,0.382884,0.492743
79,0.383297,0.491976
80,0.380993,0.49444
81,0.381215,0.497537
82,0.384061,0.500366
83,0.379393,0.499101
84,0.378834,0.49684
85,0.379274,0.499003
86,0.38186,0.500632
87,0.384367,0.500067
88,0.38064,0.504456
89,0.379206,0.501795
90,0.381535,0.495512
91,0.375475,0.491457
92,0.3699,0.495349
93,0.372888,0.492918
94,0.373837,0.489538
95,0.378158,0.491798
96,0.376972,0.490833
97,0.383091,0.49721
98,0.381112,0.496877
99,0.379448,0.496847
100,0.37883,0.501229
101,0.377314,0.505309
102,0.376719,0.505279
103,0.379209,0.50594
104,0.375869,0.512689
105,0.380915,0.507803
106,0.381709,0.503421
107,0.376587,0.50625
108,0.378669,0.506645
109,0.376227,0.506012
110,0.370174,0.511642
111,0.368213,0.511381
112,0.36703,0.506568
113,0.367729,0.502656
114,0.362341,0.50671
115,0.360973,0.501561
116,0.355322,0.501129
117,0.351698,0.500432
118,0.356637,0.499502
119,0.35459,0.502428
120,0.361207,0.496706
121,0.359836,0.493575
122,0.367009,0.502164
123,0.36366,0.504095
124,0.365853,0.506602
125,0.364409,0.511201
126,0.364441,0.504565
127,0.360129,0.499101
128,0.358257,0.502564
129,0.35512,0.500633
130,0.355455,0.503497
131,0.356279,0.508155
132,0.356229,0.512221
